-11.529665,-5.414045,2.072954,1.316279,-0.417041,-0.559968,-0.333917,16.000000
-10.529772,-5.411026,2.073482,1.319188,-0.414366,-0.560864,-0.333523,40.000000
-9.529829,-5.407329,2.073836,1.318793,-0.411196,-0.560816,-0.333657,32.000000
-8.529364,-5.403494,2.074053,1.315462,-0.415523,-0.558539,-0.333066,13.000000
-7.529421,-5.399797,2.074406,1.315067,-0.412354,-0.558491,-0.333201,1.000000
-6.531327,-5.401206,2.072910,1.335432,0.578974,-0.475275,-0.336285,1.000000
-5.530057,-5.392539,2.075249,1.317214,-0.398519,-0.560625,-0.334195,2.000000
-4.530715,-5.388888,2.075732,1.319686,-0.386525,-0.563017,-0.335265,3.000000
-3.529648,-5.385007,2.075819,1.313488,-0.399677,-0.558300,-0.333739,8.000000
-2.529268,-5.378868,2.075493,1.300079,-0.398522,-0.553840,-0.335359,14.000000
-1.528306,-5.374749,2.075841,1.290238,-0.396744,-0.551253,-0.333980,36.000000
-0.528964,-5.372067,2.076590,1.296710,-0.384916,-0.554921,-0.334123,56.000000
0.471833,-5.366247,2.076263,1.282942,-0.390615,-0.549168,-0.334804,84.000000
1.470494,-5.366056,2.074181,1.294456,0.591364,-0.461375,-0.338492,94.000000
2.470400,-5.362280,2.074505,1.294045,0.594468,-0.461272,-0.338772,106.000000
3.469858,-5.358797,2.075024,1.296594,0.605196,-0.463505,-0.339488,110.000000
4.469279,-5.355237,2.075514,1.299136,0.615861,-0.465687,-0.340348,93.000000
5.469314,-5.350872,2.075669,1.295483,0.618127,-0.464426,-0.340947,67.000000
6.466610,-5.351216,2.073933,1.315996,1.617068,-0.382297,-0.346412,35.000000
7.466553,-5.347519,2.074287,1.315601,1.620237,-0.382249,-0.346547,37.000000
8.468417,-5.340347,2.076975,1.300438,0.635835,-0.467557,-0.342048,36.000000
9.468211,-5.336333,2.077210,1.299981,0.638741,-0.467291,-0.342764,34.000000
10.467678,-5.332162,2.077577,1.299189,0.651363,-0.468852,-0.344071,28.000000
11.468666,-5.327638,2.077612,1.289528,0.644363,-0.464324,-0.343181,39.000000
-11.530337,-5.419087,3.053167,1.288953,0.574530,-0.462838,-0.161628,17.000000
-10.531106,-5.415199,3.053562,1.291378,0.586327,-0.465067,-0.163134,17.000000
-9.531689,-5.411706,3.054104,1.293890,0.598455,-0.467572,-0.163912,9.000000
-8.531240,-5.406901,3.053983,1.287293,0.591567,-0.463598,-0.164303,6.000000
-7.531297,-5.403203,3.054336,1.286898,0.594737,-0.463550,-0.164438,3.000000
-5.532041,-5.403225,3.053535,1.311798,1.567646,-0.378092,-0.163603,2.000000
-4.530438,-5.395500,3.056017,1.296526,0.582783,-0.463018,-0.160122,1.000000
-3.531998,-5.396564,3.054302,1.314532,1.566502,-0.377592,-0.163026,8.000000
-2.530606,-5.388852,3.056952,1.299010,0.590091,-0.464189,-0.159780,20.000000
-1.531287,-5.385770,3.057575,1.304146,0.601442,-0.467287,-0.160358,53.000000
-0.530535,-5.383375,3.058119,1.305700,0.591772,-0.465667,-0.157970,70.000000
0.469914,-5.380366,3.058593,1.305658,0.588480,-0.464712,-0.156623,93.000000
1.469499,-5.375559,3.058556,1.303786,0.590581,-0.463602,-0.158499,75.000000
2.466833,-5.375427,3.056802,1.320905,1.594405,-0.381499,-0.164247,59.000000
3.466179,-5.371709,3.057233,1.323416,1.604939,-0.383572,-0.165397,74.000000
4.466909,-5.368915,3.057651,1.323633,1.594792,-0.381381,-0.163442,76.000000
5.471970,-5.358334,3.062473,1.287999,-0.394702,-0.547274,-0.152149,65.000000
6.471220,-5.360145,3.060901,1.304544,0.580994,-0.460249,-0.152959,53.000000
7.473438,-5.354703,3.064079,1.294229,-0.405697,-0.546968,-0.146210,30.000000
8.473264,-5.351392,3.064444,1.297167,-0.406080,-0.547107,-0.146270,22.000000
9.472431,-5.348500,3.065110,1.304209,-0.394367,-0.550793,-0.146960,31.000000
10.472171,-5.345234,3.065573,1.307025,-0.390492,-0.551794,-0.147066,9.000000
11.471516,-5.340662,3.065677,1.306938,-0.383772,-0.552132,-0.149101,8.000000
-11.524633,-5.386519,-3.023019,1.374470,-0.471644,-0.568517,-0.230720,5.000000
-10.524721,-5.383965,-3.022313,1.378677,-0.467031,-0.570304,-0.229813,2.000000
-7.525460,-5.373621,-3.020994,1.383754,-0.451986,-0.573007,-0.230495,1.000000
-6.525777,-5.369371,-3.020846,1.383251,-0.449277,-0.572577,-0.231647,3.000000
-5.525989,-5.366783,-3.020071,1.387321,-0.440472,-0.575170,-0.230930,30.000000
-4.526428,-5.361579,-3.020234,1.384121,-0.438845,-0.573492,-0.233238,64.000000
-3.526313,-5.358596,-3.019637,1.385125,-0.434937,-0.574234,-0.232358,154.000000
-2.525429,-5.355495,-3.019201,1.382025,-0.441467,-0.571911,-0.230332,88.000000
-1.525641,-5.350259,-3.019348,1.376951,-0.440069,-0.569755,-0.232236,44.000000
-0.525147,-5.346640,-3.018996,1.373584,-0.441402,-0.568182,-0.231334,51.000000
0.475295,-5.342408,-3.018905,1.368925,-0.446203,-0.565338,-0.231176,61.000000
1.475278,-5.338284,-3.018682,1.366577,-0.443591,-0.564538,-0.231633,61.000000
2.475795,-5.334210,-3.018532,1.361949,-0.448261,-0.561803,-0.231183,77.000000
3.475663,-5.330354,-3.018237,1.361523,-0.445223,-0.561646,-0.231609,72.000000
4.475606,-5.326657,-3.017884,1.361128,-0.442054,-0.561598,-0.231743,76.000000
5.475346,-5.323389,-3.017421,1.363937,-0.438181,-0.562596,-0.231849,157.000000
6.474937,-5.318399,-3.017449,1.360692,-0.433562,-0.561620,-0.233848,157.000000
7.473284,-5.313490,-3.017196,1.363144,-0.409893,-0.565797,-0.237781,110.000000
8.473385,-5.310826,-3.016503,1.365461,-0.405576,-0.567051,-0.236614,52.000000
9.471885,-5.306580,-3.015966,1.368596,-0.378457,-0.572371,-0.239551,52.000000
10.471126,-5.303848,-3.015241,1.375677,-0.366611,-0.576169,-0.239950,20.000000
11.472456,-5.299601,-3.015326,1.367030,-0.384577,-0.569780,-0.238370,12.000000
-11.526727,-5.391878,-2.039535,1.370994,-0.453230,-0.569910,-0.056356,5.000000
-10.527098,-5.387820,-2.039208,1.370354,-0.444734,-0.570719,-0.057326,2.000000
-9.527576,-5.384747,-2.038586,1.374285,-0.434926,-0.573253,-0.057546,1.000000
-7.527699,-5.376635,-2.038101,1.370846,-0.429473,-0.572075,-0.058534,2.000000
-6.528292,-5.373394,-2.037516,1.374701,-0.418399,-0.574769,-0.059107,4.000000
-5.528821,-5.369154,-2.037201,1.373938,-0.407240,-0.576007,-0.060496,36.000000
-4.528803,-5.365615,-2.036789,1.373575,-0.403940,-0.576068,-0.060340,94.000000
-3.528315,-5.362179,-2.036446,1.371580,-0.407789,-0.574361,-0.059316,179.000000
-2.527752,-5.358901,-2.036044,1.369617,-0.411508,-0.572764,-0.058001,100.000000
-1.529963,-5.359697,-2.037611,1.388385,0.586198,-0.490213,-0.062127,42.000000
-0.526219,-5.351071,-2.035678,1.358685,-0.425006,-0.566227,-0.055925,57.000000
0.473441,-5.346422,-2.035657,1.356844,-0.422773,-0.565226,-0.057510,78.000000
1.473142,-5.342083,-2.035378,1.354238,-0.413307,-0.565662,-0.058577,97.000000
2.473655,-5.338077,-2.035176,1.349579,-0.416513,-0.563250,-0.058045,63.000000
3.473801,-5.333950,-2.034932,1.345982,-0.414048,-0.562156,-0.058208,65.000000
4.474109,-5.329935,-2.034728,1.342528,-0.415711,-0.560308,-0.058035,83.000000
5.473927,-5.326759,-2.034258,1.345406,-0.413167,-0.561095,-0.057931,212.000000
6.473667,-5.323490,-2.033795,1.348214,-0.409294,-0.562092,-0.058038,182.000000
7.473309,-5.319667,-2.033517,1.349663,-0.406026,-0.562414,-0.058867,112.000000
8.473252,-5.315970,-2.033163,1.349268,-0.402857,-0.562366,-0.059001,54.000000
9.471649,-5.310384,-2.033084,1.348425,-0.378692,-0.565602,-0.063461,48.000000
10.471765,-5.307400,-2.032488,1.349421,-0.374785,-0.566340,-0.062582,35.000000
11.471134,-5.304079,-2.031932,1.353259,-0.363777,-0.568980,-0.063301,11.000000
-11.527596,-5.395026,-1.056654,1.350294,-0.441351,-0.565175,0.118142,6.000000
-10.528576,-5.392556,-1.055718,1.358459,-0.422110,-0.570830,0.117711,6.000000
-9.528633,-5.388858,-1.055365,1.358065,-0.418941,-0.570782,0.117577,2.000000
-7.525953,-5.382650,-1.054765,1.348656,-0.449292,-0.561901,0.123057,2.000000
-6.526158,-5.379075,-1.054421,1.350198,-0.447224,-0.562117,0.122728,3.000000
-5.526246,-5.376521,-1.053715,1.354404,-0.442612,-0.563904,0.123635,33.000000
-4.526192,-5.373616,-1.053226,1.357466,-0.444063,-0.564048,0.124365,88.000000
-3.525674,-5.370394,-1.052749,1.355427,-0.444921,-0.563043,0.125698,195.000000
-2.525292,-5.366537,-1.052486,1.352004,-0.446453,-0.561304,0.126162,115.000000
-1.525349,-5.362840,-1.052133,1.351609,-0.443283,-0.561256,0.126028,57.000000
-0.524833,-5.358327,-1.052090,1.344983,-0.447114,-0.558038,0.126091,46.000000
0.475110,-5.354630,-1.051737,1.344588,-0.443944,-0.557990,0.125957,79.000000
1.475394,-5.350217,-1.051658,1.339806,-0.446082,-0.555574,0.125697,71.000000
2.475414,-5.345319,-1.051733,1.334886,-0.447217,-0.553099,0.124502,62.000000
3.475357,-5.341622,-1.051380,1.334491,-0.444048,-0.553051,0.124368,62.000000
4.475142,-5.336892,-1.051366,1.331385,-0.442026,-0.551701,0.122933,89.000000
5.474019,-5.335329,-1.050165,1.344105,-0.421539,-0.559027,0.123108,190.000000
6.473864,-5.331076,-1.049996,1.342351,-0.418975,-0.558302,0.122250,169.000000
