0.0,1.0,9.8399999999999999,14.395,81.0,0.0,4.0,1.0,0.0,1.0,16.0
1.0,1.0,9.0199999999999996,13.635,80.0,0.0,4.0,1.0,0.0,1.0,40.0
2.0,1.0,9.0199999999999996,13.635,80.0,0.0,4.0,1.0,0.0,1.0,32.0
3.0,1.0,9.8399999999999999,14.395,75.0,0.0,4.0,1.0,0.0,1.0,13.0
4.0,1.0,9.8399999999999999,14.395,75.0,0.0,4.0,1.0,0.0,1.0,1.0
5.0,2.0,9.8399999999999999,12.880000000000001,75.0,6.0031999999999996,4.0,1.0,0.0,1.0,1.0
6.0,1.0,9.0199999999999996,13.635,80.0,0.0,4.0,1.0,0.0,1.0,2.0
7.0,1.0,8.1999999999999993,12.880000000000001,86.0,0.0,4.0,1.0,0.0,1.0,3.0
8.0,1.0,9.8399999999999999,14.395,75.0,0.0,4.0,1.0,0.0,1.0,8.0
9.0,1.0,13.119999999999999,17.425000000000001,76.0,0.0,4.0,1.0,0.0,1.0,14.0
10.0,1.0,15.58,19.695,76.0,16.997900000000001,4.0,1.0,0.0,1.0,36.0
11.0,1.0,14.76,16.664999999999999,81.0,19.001200000000001,4.0,1.0,0.0,1.0,56.0
12.0,1.0,17.219999999999999,21.210000000000001,77.0,19.001200000000001,4.0,1.0,0.0,1.0,84.0
13.0,2.0,18.859999999999999,22.725000000000001,72.0,19.999500000000001,4.0,1.0,0.0,1.0,94.0
14.0,2.0,18.859999999999999,22.725000000000001,72.0,19.001200000000001,4.0,1.0,0.0,1.0,106.0
15.0,2.0,18.039999999999999,21.969999999999999,77.0,19.999500000000001,4.0,1.0,0.0,1.0,110.0
16.0,2.0,17.219999999999999,21.210000000000001,82.0,19.999500000000001,4.0,1.0,0.0,1.0,93.0
17.0,2.0,18.039999999999999,21.969999999999999,82.0,19.001200000000001,4.0,1.0,0.0,1.0,67.0
18.0,3.0,17.219999999999999,21.210000000000001,88.0,16.997900000000001,4.0,1.0,0.0,1.0,35.0
19.0,3.0,17.219999999999999,21.210000000000001,88.0,16.997900000000001,4.0,1.0,0.0,1.0,37.0
20.0,2.0,16.399999999999999,20.454999999999998,87.0,16.997900000000001,4.0,1.0,0.0,1.0,36.0
21.0,2.0,16.399999999999999,20.454999999999998,87.0,12.997999999999999,4.0,1.0,0.0,1.0,34.0
22.0,2.0,16.399999999999999,20.454999999999998,94.0,15.001300000000001,4.0,1.0,0.0,1.0,28.0
23.0,2.0,18.859999999999999,22.725000000000001,88.0,19.999500000000001,4.0,1.0,0.0,1.0,39.0
0.0,2.0,18.859999999999999,22.725000000000001,88.0,19.999500000000001,4.0,0.0,0.0,1.0,17.0
1.0,2.0,18.039999999999999,21.969999999999999,94.0,16.997900000000001,4.0,0.0,0.0,1.0,17.0
2.0,2.0,17.219999999999999,21.210000000000001,100.0,19.001200000000001,4.0,0.0,0.0,1.0,9.0
3.0,2.0,18.859999999999999,22.725000000000001,94.0,12.997999999999999,4.0,0.0,0.0,1.0,6.0
4.0,2.0,18.859999999999999,22.725000000000001,94.0,12.997999999999999,4.0,0.0,0.0,1.0,3.0
6.0,3.0,17.219999999999999,21.210000000000001,77.0,19.999500000000001,4.0,0.0,0.0,1.0,2.0
7.0,2.0,16.399999999999999,20.454999999999998,76.0,12.997999999999999,4.0,0.0,0.0,1.0,1.0
8.0,3.0,16.399999999999999,20.454999999999998,71.0,15.001300000000001,4.0,0.0,0.0,1.0,8.0
9.0,2.0,15.58,19.695,76.0,15.001300000000001,4.0,0.0,0.0,1.0,20.0
10.0,2.0,14.76,17.425000000000001,81.0,15.001300000000001,4.0,0.0,0.0,1.0,53.0
11.0,2.0,14.76,16.664999999999999,71.0,16.997900000000001,4.0,0.0,0.0,1.0,70.0
12.0,2.0,14.76,16.664999999999999,66.0,19.999500000000001,4.0,0.0,0.0,1.0,93.0
13.0,2.0,14.76,17.425000000000001,66.0,8.9981000000000009,4.0,0.0,0.0,1.0,75.0
14.0,3.0,14.76,17.425000000000001,76.0,12.997999999999999,4.0,0.0,0.0,1.0,59.0
15.0,3.0,13.94,16.664999999999999,81.0,11.0014,4.0,0.0,0.0,1.0,74.0
16.0,3.0,13.94,16.664999999999999,71.0,11.0014,4.0,0.0,0.0,1.0,76.0
17.0,1.0,13.94,16.664999999999999,57.0,12.997999999999999,4.0,0.0,0.0,1.0,65.0
18.0,2.0,14.76,16.664999999999999,46.0,22.002800000000001,4.0,0.0,0.0,1.0,53.0
19.0,1.0,13.119999999999999,14.395,42.0,30.002600000000001,4.0,0.0,0.0,1.0,30.0
20.0,1.0,12.300000000000001,13.635,39.0,23.999400000000001,4.0,0.0,0.0,1.0,22.0
21.0,1.0,10.66,11.365,44.0,22.002800000000001,4.0,0.0,0.0,1.0,31.0
22.0,1.0,9.8399999999999999,10.605,44.0,19.999500000000001,4.0,0.0,0.0,1.0,9.0
23.0,1.0,9.0199999999999996,11.365,47.0,11.0014,4.0,0.0,0.0,1.0,8.0
0.0,1.0,9.0199999999999996,9.8499999999999996,44.0,23.999400000000001,4.0,0.0,1.0,0.0,5.0
1.0,1.0,8.1999999999999993,8.3350000000000009,44.0,27.999300000000002,4.0,0.0,1.0,0.0,2.0
